Location;Operator
100 miles SW of Kuujjuaq, Quebec, Canada;Private
Tindal, NT, Australia;Air taxi
Criciúma, Brazil;Air taxi - TAM
Puerto Inirida, Venezuela;SATENA
Phnom Penh, Cambodia;Vietnam Airlines
Near Miri, Malaysia;Borneo Airways
Near Uvira, Zaire;TMK Air Commuter
Off Namibia, Africa;Military - Luftwaffe / Military - USAF
Buah Nabar, Indonesia;Garuda Indonesia Airlines
Near Montrose, Colorado;SceniAirlines
Banjul, Gambia;Naysa Aerotaxis
Nuevo Berlin, Uruguay;Austral Lineas Aeras (Argentina)
Taipei, Taiwan;Military - Republiof China Air Force
Monterey Bay, near PacifiGrove, California;Private
Jalal-Abad, Afghanistan;Ariana Afghan Airlines
Near La Roche, Alberta, Canada;
Near Barrow, Alaska;Hageland Aviation Services
Irkutsk-2, Russia;Military - Russian Air Force
Little Grand Rapids, Canada;Sowind Air
La Veriente, Bolivia;STAP
Sharjah, United Arab Emirates;Tajikistan Airlines
Near Mackenzie, British Colombia, Canada;Terry Air Inc.
Fotina, Greece;Aerosweet Airlines (LVOV)
Near Palembang, Indonesia;SilkAir
Tanagra, Greece;Military - Greek Air Force
AtlantiOcean, off Angola;Renan Airways
Over the PacifiOcean;United Air Lines
Rio Sidra, Panama;Parsa
Maiden, North Carolina;Mountain Air Cargo
Tor Kach, Pakistan;Ariana Afghan Airlines
Brno, Czech Republic;Aeroservice International
Yangon (Rangoon), Myanmar;Myanmar Airways
Pagalungan, Philippines;Cebu PacifiAir
Near Cavalese, Trento, Italy;Military - U.S. Marine Corps
Terceira, Portugal;Air Luxor
Near Navafria, Spain;Military - Spanish Air Force
Near Nasir, Sudan;Military - Sudan Air Force
Taipei, Taiwan;China Airlines (Taiwan)
Near Clarksville, Tennesee;Baron Aviation
Bismark, North Dakota;Corporate Air
Mombasa, Kenya;Air Memphis
Off Hsinchu, Taiwan;Formosa Airlines
Near Charasyab, Afghanistan;Ariana Afghan Airlines
Bacolod, Philippines;Philippine Air Lines
Piura, Peru;Fuerza Aérea del Peru
Near Mexico City, Mexico;Linea Aérea Mexicana de Carga
Near Bogota, Colombia;Air France
Andoas, Peru;Fuerza Aérea del Peru
Near Nema, Mauritania;Military - Mauritanian Air Force
Near Longtiang, Laos;Military - Lao People's Liberation Army Air Force
Indian Trail, North Carolina;Air Taxi - US Helicopters Inc.
Near Erdenet, Mongolia;MIAT - Mongolian Airlines
Montreal, Canada;Propair
Mt. Waialeale, Hawaii;Air Taxi - Ohana Helicopter Tours
Off Rasal, United Arab Emirates;ATI Aircompany
Córdoba, Argentina;Alas del Sur
Asmara, Eritrea;Ukraine Aviation Transport Company
Pico de Orizaba, Mexico;Military - Mexican Air Force
Southhampton, England;Plane Sailing
Barcelona, Spain;Swifair
Manacapuru River, Brazil;Selva Taxi Aero
Kochi, India;Alliance Airlines
Genoa, Italy;Minerva Airlines
Near Quiberon, France;Proteus Air / Private
Kincolith, British Columbia, Canada;Harbour Air Seaplanes Ltd.
Saurimo, Angola;Alada
Foveaux Strait, New Zealand;Vincent Aviation
Near Ghorepani, Nepal;Lumbini Airways
Roseau, Dominica;Air Anguilla
Pretoria, South Africa;Speed Service Couriers
Manibagi, Myanmar;Myanmar Airways
Quito, Ecuador;Cubana de Aviacion
Angola;Permaviatrans
Off Peggy's Cove, Nova Scotia, Canada;Swissair
Port Alsworth, Alaska;Rusts Flying Service Inc.
Islamabad, Pakistan;Military - Pakistan Air Force
Luzamba, Angola;Savanair
Near Silimo, Indonesia;Military - Tentara Nasional Indonesia Navy
Mount Cook, New Zealand;Air taxi - Air Safaris Inc.
Near Nador, Morroco;Paukn Air
Praia, Cape Verde;Cabo Verde Airlines
Off Mannar, Sri Lanka;Lionair
Near Canaima, Venezuela;Servivensa
Near Kindu, Congo;Congo Airline
Yerevan, Armenia;Ararat Avia
Fortaleza, Brazil;Capital Taxi Aereo
Rwenzori mountains, Uganda;TanaMana Aviation
Near Quetzaltenango, Guatemala;Living Water Teaching Ministries Charter
Near Krasnoyarsk, Russia;Sakha Airlines
Koror, Nepal;Paradise Air
Edgewater, Maryland;Private
Victoria, British Columbia;Regency Express Air
King Island, Tasmania;
Umpire, Arkansas;Yates Aviation
Baie-Comeau, Canada;Air Satellite
Sittwe, Myanmar;Myanmar Airways
Near Surat Thani, Thailand;Thai Airways
Near Cuito, Angola;Khors Aircompany
Saurimo, Angola;Zanex
Medellín, Colombia;SELVA
Vila Nova, Angola;Transafrik
Near Huambo, Angola;Transafrik - United Nations Charter
Guernsey, Channel Islands, England;Channel Express
Geilenkirchen, Germany;Military - German Air National Guard
Mayne Island, British Columbia, Canada;Kelowna Flightcraft Air Charter
Coconut Island, QLD, Australia;Uzu Air
Jumla, Nepal;Necon Air
Bluefields, Nicaragua;Fuerza Aérea Nicaragua
Luanda, Angola;Savannair
Hoskins, Papua New Guinea;Airlink
Kinshasa,  DemocratiRepubliCongo;Air Karibu
Near Bishop, California;Ameriflight
Rui'an, China;China Southwest Airlines
New Delhi, India;Military - Indian Air Force
Near Tame, Colombia;ALIANSA Colombia
Davis Inlet, Newfoundland, Canada;Provincial Airlines
Ribeirao Preto, Brazil;Manacá Táxi Aéreo
Near Ceyhan, Turkey;Turkish Airlines (THY)
Near Malaga, Colombia;Aerotaca
Shanghi, China;Korean Air
Off Port Vila, Vanuatu;Vanair
Kunching, Malaysia;Military - Malaysian Air Force
Ol Kiombo, Kenya;Malindi Air Services
Little Rock, Arkansas;American Airlines
Near Khartoum, Sudan;Military - Sudan Air Force
Coron, Philippines;PacifiAirways
Juneau, Alaska;Air Taxi - Coastal Helicopters Inc.
Goroka, Papua New Guinea;Airlink
Long Haul Lake, Manatoba, Canada;Blue Water Aviation Services
Seraing, Belgium;Nightexpress
Villavicencio, Colombia;LANC Colombia
Near Kathmandu, Nepal;Lufthansa Cargo Airlines
Toluca , Mexico;Aero Jet Express
Off Martha's Vineyard, Massachusetts;Private
Near Bluefields, Nicaragua;La Costena
Tokyo, Japan;All Nippon Airways
Near Orito, Colombia;Military - U.S. Army
Nasevou Village, Fiji;Air Fiji
Marine City, Michigan;Private
Santo Antao, Cape Verde Islands;TACV-Cabo Verde Airlines
Sept-Îles, Canada;Regionnair
Hong Kong, China;China Airlines (Taiwan)
Hualian, Taiwan;Uni Air
Turtkul, Uzbekistan;Uzbekistan Airways
Buenos Aires, Argentina;LAPA, Lineas Aereas Privadas Argentinas
Mount Meru, Tanzania;Northern Air (Tanzania)
Glasgow, Scotland;Edinburgh Air Charter
Westerly, Rhode Island;Air Taxi - New England Airlines
Near Kathmandu, Nepal;Necon Air
Bucharest, Romania;Greek Government
Belelm, Brazil;Norte Jet Táxi Aéreo
Mt. Hidalgo, Mexico;Military - Mexican Air Force
Mt. Mauna Loa, Hawaii;Big Island Airlines
Dhahran, Saudi Arabia;Aramco Associated Company
Off Genova, Italy;Avioriprese Jet Executive
San Carlos, Venezuela;Military - Venezuelan Army
Aberdeen, South Dakota;Private charter
Off Nantucket Island, Massachusetts;EgyptAir
Charllis, Idaho;Air Taxi - Stanley Air Taxi
Zheng Zou AB, China;Military - People's Liberation Army
Near Uruapan, Mexico;TAESA
Near Pristina, Kosovo;Si Fly - U.N. charter
Nairobi, Kenya;DHL Aviation Africa
Moscow, Russia;Tashkent Aircraft Production Corporation
Johannesburg, South Africa;Charter - Flightline Charter Services
Bethel, Alaska;Air Taxi - Grant Aviation Inc.
Near Bayombang, Philippines;Asian Spirit
Near Branson, Missouri;College of the Ozarks
Near Sundsvall, Sweden;Charter - Twin Air HB
Kuwait City, Kuwait;Military - U.S. Air Force
Sao Jorge, Azores (Portugal);SATA
Guatemala City, Guatemala;Cubana de Aviacon
Marianna, Florida;Bankair
Bukavu, DemocratiRepubliCongo;Kivu Air Services
Great Hallingbury, United Kingdom;Korean Air
Amritsar, India / Kandahar, Afghanistan;Indian Airlines
Bejuma, Venezuela;Cubana de Aviacion
Near Simara, Nepal;Skyline Airways
Near Zonguldak, Turkey;Ecuato Guineana de Aviacion
Abuja, Nigeria;Skypower Express Airways
Niederhasli, Switzerland;Crossair
Off Marsa el-Brega, Libya;Avisto
San Jose, Costa Rica;TACA
Near Ankara, Turkey;Top Air - Air Taxi
Off Abidjan, Ivory Coast;Kenya Airways
Pepa ,Congo;Military - Centrafricain Airlines
Off Cagayancillo, Philippines;Military - Philippine Air Force
Off Point Mugu, California;Alaska Airlines
Tehran, Iran;Military - IslamiRepubliof Iran Air Force
Iliamna, Alaska;Air Taxi - Iliamna, Air Taxi Inc.
Sacramento, California;Emery Worldwide
Burbank, Calilfornia;Southwest Airlines
Moscow, Russia;Vologodskiye Airlines
Ennadai Lake, Canada;Points North Air Services
Near Kuna Yala, Panama;Aeroperlas
Herreira, Spain;Military - Ejército del Aire
Kadirana, Sri Lanka;Sky Cabs
Huambo, Angola;Uralex
Near Gualeguaychu, Argentina;Taxval
Boca Raton, Florida;Universal Jet Aviation
Samal Island, Philippines;Air Philippines
Bapi, Papua New Guinea;North Coast Aviation
Lyon Satolas, France;Northern Executive Aviation
Kurupung, Guyana;Trans Guyana Airways
Kaunakakai, Hawaii;Price Aircraft Company
Moanda, Gabon;Avirex
Near Wilkes-Barre, Pennsylvania;Executive Airlines
Near Manila, Philippines;Philippine Air Lines
Paris, France;Streamline
Off Whyalla, Australia;Whyalla Airlines
Accra, Ghana;Ghana Airlink
Liverpool, England;ANT Air Taxi
Cuiaba, Brazil;Air taxi - Jao Air Taxi
Shitai, China;Wuhan Airlines
Off Shimano, Japan;Military - Japanese Air Self-Defence Force
Near Villahermosa, Mexico;Aerocaribe
Villavicencio, Colombia;CORAL Colombia
Raleigh, North Carolina;Win Win Aviation
Patna, India;Indian Airlines/Alliance Airlines
Linneus, Maine;Airwave Transport
Nassau, Bahamas;Allied Air Freight
Maui, Hawaii;Blue Hawaiian Helicopters
Gonesse, France;Air France
Mafraq, Jordan;Military - Royal Jordanian Air Force
Jodhura, Nepal;Royal Nepal Airlines
Cubatao, Brazil;Air taxi - Lider Air Taxi
Puerto Montt, Chile;Military - Fuerza Aérea de Chile
Burlington Township, New Jersey;Patuxent Airways / Private
Near Tshikapa, Congo;Staer Air
Teslin Lake, British Columbia, Canada;RCMP-GRC Air Services
Lumber City, Georgia;Air Taxi
Off Manama, Bahrain;Gulf Air
Hilo Bay, Hawaii;Big Island Airlines
Near La Fortuna, Costa Rica;SANSA
Mount Montezuma, Colombia;Military - Fuerza Aérea Colombiana
Near Burketown, Australia;Charter - Central Air
Kumarapura, Sri Lanka;Military - Sri Lanka Air Force
Nuiqsut, Alaska;Cape Smythe Air Service
Reynosa, Mexico;Aeromexico
Near Sumacal, Beni, BO;Servicio Aereo Manchupo
Port Radium, Northwest Territories, Canada;Summit Air Charters
Lummi Island, Washington;Empire Airlines
Wichita, Kansas;Bombardier Aerospace
Hillsboro, Missouri;Private
Near Sam Neua, Laos;Lao Aviation
Near Batumi, Republiof Georgia;Military - Russian Air Force
Taipei, Taiwan;Singapore Airlines
Near Monaquimbundo, Angola;Aca-Ancargo
Luabo, DemocratiRepubliCongo;Malu Aviation
Fort Wayne, Indiana;Superior Aviation
Near Luanda, Angola;Asa Pesada
Miami, Florida;American Airlines
Cordoba, Spain;Mayoral Executive Jet
Near Lake Point, Utah;Skydive Salt Lake - Charter
Eider Point, Alaska;MajestiAir Cargo
Ciudad Bolivar, Venezuela;Rutaca Airlines
Byers, Colorado;North Bay Charter
El Yopal, Colombia;Lineas Aereas Suramericanas
Beaver Island, Minnesota;Northern Illinois Flight Center
Nurnberg, Germany;E.A.S. Aeroservizi
Jakobkondre, Suriname;Gum Air Charter
Near Granton Harbour, Scotland;Loganair
Rio Azul Farm, Brazil;Air taxi - Cuiaba Air Taxi
Bangkok, Thailand;Thai Airways
Unadilla, Georgia;Military - Florida Army National Guard
Medina, Saudi Arabia;Vnukovo Airlines
Near Lubango, Angola;Sociedade de Aviacao Ligeira Charter
Gustavia, St. Barthélémy, French West Indies;Air Caraibes
Jadura, Indonesia;Merpati Nusantara Airlines
Near Aspen, Colorado;Jetwingsco Inc. - Private Charter
Ashbaubenon, Wisconsin;Jet Wings
Adar Yeil, Sudan;Military - Sudan Air Force
Thanh Tranh Village, Vietnam;SFC Vietnam - Charter - Full Account
Near Roque Perez, Argentina;Private - Techint  group
Malatya, Turkey;Military - Turkish Air Force
Mendoza, Argentina;Fuerza Aérea Argentina
Near Sari, Iran;Faraz Qeshm Airlines
Near Myakotino, Russia;Military - Russian Air Force
Jayapura, Indonesia;Manunggal Air
Near Irkutsk, Russia;Vladivostokavia
Off Chinhae, South Korea;Private  - Daewoo Shipbuilding
Near Puerto Cabello, Venezuela;Private - OverteCompany
Near Moscow, Russia;Russ Air Transport Company
Haines, Alaska;Air Taxi
Reykjavík, Iceland;Naske Air
Near Meadview, Arizona;Papillon Grand Canyon Helicopters of Las Vegas
Mugogo, DemocratiRepubliCongo;Victoria Airlines
Terceira, Azores;Canadian Air Transat
Ithaca, New York;Ameristar Jet Charter
Marsh Harbour, Bahamas;Blackhawk Int. Airways  - Private charter
Near Malaga, Spain;Binter Mediterráneo
Shanksville, Pennsylvania;United Air Lines
Arlington, Virginia.;American Airlines
New York City, New York;American Airlines
New York City, New York;United Air Lines
Near Chichen Itza, Mexico;Aero Ferinco Charter
Belo Horizonte, Brazil;TAM (Brazil)
Guatemala City, Guatemala;AtlantiAirlines
Decatur Island, Washington;Aeronautical Services - Air Taxi
110 miles SW of Sochi, Russia;Sibir Airlines
Milan, Italy;Scandinavian Airlines (SAS) / Private
Mollet Lake, Quebec, Canada;Air Saint Maurice Inc.
Dillingham, Alaska;PenAir
Off Valencia, Spain;Flightline
Shamattawa, Canada;Perimeter Airlines
Near Humiata, Brazil;Air Taxi - Continental Air Taxi
Anchorage, Alaska;ERA Aviation - Air Taxi
Belle Harbor, Queens, New York;American Airlines
Kalyazin, Russia;Charter - IRS Aero
Pittsburgh, Pennsylvania;Universal Jet Aviation
Palade, Estonia;ELK Aviation Co. (leased from Eminex)
Birchwil, Switzerland;Crossair
Port Harcourt, Nigeria;MK Airlines
San Jerónimo de Moravia , Costa Rica;SANSA
Near Novaya Inya , Russia;Military - Russian, cargo
Bessemer, Alabama;Air Carriers
Sierra Blanca, Texas;Air Cargo Express
Geti, DemocratiRepubliCongo;Eagle Air
Near Medellin, Colombia;Heliandes
Zurich, Switzerland;Eagle Air
Bremerhaven, Germany;BAL Bremerhaven Airline
Hollywood, Florida;Air Taxi - Air Taxi Inc.
Birmingham, England;Agco Corp
Shamsi AFB, Pakistan;Military - U.S. Air Force
Bilbao, Spain;Ibertrans Aérea
Chilpancingo, Mexico;Procuraduría General de la República
Near Solo, Indonesia;Garuda Indonesia Airlines
Near La Bonita, Ecuador;Petroproducción
Near Milford Sound, New Zealand;Air Fiordland
Near Luena, Angola;Military - Angolan  Air Force
Near Ipiales, Colombia;TAME
Ellsworth AFB, South Dakota;Military - U.S. Air Force
Near Khorramabed, Iran;Iran Air Tours
Monrovia, Liberia;Tiramavia
Lakhta, Russia;Military - Russian Navy
Off Dumaguete, Philippines;Military - U.S. Army
Monte Rotondo, Italy;Svedijos Prekés
Near Placetas, Cuba;Charter - Aerotaxi
Alma, Wisconsin;Priorty Air Charter
Off Djibouti, Republiof Djibouti;Djibouti Airlines
Near Cairns, QLD, Australia;Air Taxi
Palma de Mallorca, Spain;Tadair
Busan, South Korea;Air China
Near Sweers Island, QLD, Australia;Air taxi
Popayán, Colombia;SELVA Colombia
Near Olancho, Honduras;Private
Near Abakan, Russia;Private
Kano, Nigeria;EAS Airlines (Executive Airline Services)
Near Tunis, Tunisia;EgyptAir
Off Dalian, China;China Northern Airlines
Near Calabar, Nigeria;Sky Executive Air Services
Off Penghu Island, Taiwan;China Airlines (Taiwan)
Near Nabire, Indonesia;Trigana Air Service
George, South Africa;Airquarius Aviation - Charter
Near Ndalatando, Angola;Military - Angolan Armed Forces
Oiapoque, Amapa, Brazil;Marco Zero Air Taxi
Winnipeg, Manitoba;Keystone Air Services Ltd. - Air Taxi
Near Gardez, Afghanistan;Military - U.S. Air Force
Uberlingen, Germany;Bashkirian Airlines / DHL Worldwide Express
San Dimas, California;Private
Bangui, Central African Republic;Prestige Airlines (Cargo) Charter
Port Alsworth, Alaska;Air Taxi - Bigfoot Air of Alaska, LLC
Near Long Barai, Indonesia;Sabang Merauke Raya Air Charter
Off Cromer, Norfork, England;Bristow Helicopters
Surkhet, Nepal;Skyline Airways
Lviv, Ukraine;Military - Ukraine Air Force
Moscow, Russia;Pulkovo Aviation Enterprise
Caguas, Puerto Rico;Military - U.S. Air Force
Kadjuduwa Watta, Sri Lanka;Military - Sri Lanka Air Force
Khankala, Chechnya;Military - Russian Air Force
Pokhara, Nepal;Shangri La Air
Near Ayan, Russia;Vostok Aviakompania
Lexington, Kentucky;Care Flight International
Rio Branco, Brazil;Rico Taxi Aéreo
Near Xichang, China;CAAC Air TraffiManagement Bureau
High Prarie, Alberta, Canada;Airco Charters - Air Taxi
Pucallpa, Peru;Aero Pantanal - Air Taxi
Paranapanema, Sao Paulo, Brazil;Total  Air Lines
Near Natashquan, Quebec, Canada;Deraps Aviation
Vasco, India;Military - Indian Navy
Santa Cruz do Sul, Brazil;American Virginia
Spanish Fort, Alabama;Mid-AtlantiFreight
Eveleth, Minnesota;Aviation Charter - Air Taxi
Near Niederanven, Luxembourg;Luxair
Tarakan, Indonesia;Dirgantara Air Services
Taos, New Mexico;Richmor Aviation
Manila, Philippines;Laoag International Airlines
Masai Mara Game Reserve, Kenya;Eagle Aviation
Mena, Arkansas;Raytheon Aircraft
Gohu Airstrip, Papua New Guinea;Island Airways Ltd.
Mosul, Iraq;Military - U.S. Army
Rockford, Illinois;Planemasters
Off Pachao Tao, Taiwan;Transasia Airways
Near Isfanan, Iran;Aeromist-Kharkiv
Off Manteo, North Carolina;Telford Aviation
Curitiba, Brazil;Military - Brazilian Air Force
Anjouan, Comoros Islands;Ocean Airlines
Diyarbakir, Turkey;Turkish Airlines (THY)
Charlotte, North Carolina;US Air Express/Air Midwest
Near Chachapoyas, Peru;TANS Airlines
Near Ndjolé, Gabon;Aerocom
Busia, Kenya;African Commuter Services
Baucau, East Timor;Euro Asia Aviation
Near Agadir, Morocco;Volare Aviation Enterprise
Tallinn, Estonia;Enimex
Ferguson, Kentucky;Air Taxi - Great Northern Aircraft Co.
Near Shahdad, Iran;Military - IslamiRevolution's Guards Corps
Near Kohat, Pakistan;Military - Pakistan Air Force
Near Barki, Russia;Private - Kabanov - skydiving
Tamanrasset, Algeria;Air Algerie
Mulia, Indonesia;PT Air Regional
New Vienna, Iowa;Morris Hancock Flying Club - Charter
Near Kinshasa, Congo;Ukrainian Cargo Airlines -  Congolese Army Charter
Near Macka, Turkey;Ukranian-Mediterranean Airlines
Talkeetna, Alaska;McKinley Air Service - Air Taxi
Milan, Italy;Eurojet Italila
Near Oiapoque,  Brazil;Air Taxi - Marco Zero Air Taxi
Christchurch, New Zealand;Charter - Air Adventures New Zealand Ltd
Belo Horizonte, Brazil;Astro Air Taxi
Volcano, Hawaii;Paradise Tour Helicopters
Near Brest, France;Brit Air
Near Rudshour, Iran;Military - IslamiRepubliof Iran Air Force
Anchor Point, Alaska;Hallo Bay Air - Air Taxi
Near Rooisand Desert Ranch, Namibia;ComvaAviation
Blida, Algeria;Military - Algerian Air Force
Belem, Para, Brazil;Heringer Air Taxi
Macaé, Rio de Janeiro, Brazil;BHS - Brazilian Helicopter Services
Port Sudan, Sudan;Sudan Airways
Off Treasure Cay, Bahamas;Air Sunshine
Near San Cristobal, Venezuela;Ruiban & Duran Compania Aérea
Mount Kenya, Kenya;Ryan Blake Air Charter
Waialeale,Kauai, Hawaii;Jack Harter Helicopters
Groton, Connecticut;Jet Pro
Tocomita, Venezuela;Servicios Aeronauticos Sucre (SASCA)
